xmin,ymin,xmax,ymax,label,width,height,images,annotation,cropped_images
255,187,278,210,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-900.png
371,244,393,259,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-901.png
65,161,87,185,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-902.png
306,220,331,242,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-903.png
178,136,199,154,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-904.png
98,121,114,138,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-905.png
189,258,216,284,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-906.png
129,118,147,136,with_mask,400,300,maksssksksss260.png,maksssksksss260.xml,maksssksksss260-907.png
207,64,239,99,with_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-908.png
213,234,259,277,with_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-909.png
125,156,159,194,without_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-910.png
137,100,172,135,without_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-911.png
136,25,166,46,without_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-912.png
36,149,69,181,with_mask,316,400,maksssksksss261.png,maksssksksss261.xml,maksssksksss261-913.png
151,179,260,316,with_mask,301,400,maksssksksss262.png,maksssksksss262.xml,maksssksksss262-914.png
164,124,216,185,with_mask,400,278,maksssksksss263.png,maksssksksss263.xml,maksssksksss263-915.png
50,167,87,207,without_mask,400,278,maksssksksss263.png,maksssksksss263.xml,maksssksksss263-916.png
305,122,362,187,with_mask,400,278,maksssksksss263.png,maksssksksss263.xml,maksssksksss263-917.png
244,18,274,48,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-918.png
275,88,320,136,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-919.png
165,18,194,47,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-920.png
145,89,195,139,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-921.png
338,12,374,48,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-922.png
21,54,90,119,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-923.png
110,218,233,267,with_mask,400,267,maksssksksss264.png,maksssksksss264.xml,maksssksksss264-924.png
234,79,266,116,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-925.png
338,66,368,99,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-926.png
119,88,149,126,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-927.png
146,98,166,122,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-928.png
2,108,31,141,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-929.png
77,92,100,124,with_mask,400,267,maksssksksss265.png,maksssksksss265.xml,maksssksksss265-930.png
74,205,180,330,with_mask,301,400,maksssksksss266.png,maksssksksss266.xml,maksssksksss266-931.png
272,114,295,138,with_mask,400,267,maksssksksss267.png,maksssksksss267.xml,maksssksksss267-932.png
197,75,216,100,with_mask,400,267,maksssksksss267.png,maksssksksss267.xml,maksssksksss267-933.png
225,18,247,42,with_mask,400,267,maksssksksss267.png,maksssksksss267.xml,maksssksksss267-934.png
161,23,185,45,with_mask,400,267,maksssksksss267.png,maksssksksss267.xml,maksssksksss267-935.png
10,71,33,92,with_mask,225,400,maksssksksss268.png,maksssksksss268.xml,maksssksksss268-936.png
73,76,148,137,with_mask,225,400,maksssksksss268.png,maksssksksss268.xml,maksssksksss268-937.png
187,60,225,117,without_mask,225,400,maksssksksss268.png,maksssksksss268.xml,maksssksksss268-938.png
48,95,77,122,without_mask,225,400,maksssksksss268.png,maksssksksss268.xml,maksssksksss268-939.png
78,80,229,236,with_mask,400,295,maksssksksss269.png,maksssksksss269.xml,maksssksksss269-940.png
266,96,374,212,with_mask,400,295,maksssksksss269.png,maksssksksss269.xml,maksssksksss269-941.png
163,88,251,185,with_mask,400,312,maksssksksss27.png,maksssksksss27.xml,maksssksksss27-942.png
250,33,287,70,with_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-943.png
69,86,103,119,with_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-944.png
171,85,208,123,with_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-945.png
105,69,126,91,without_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-946.png
214,79,228,97,without_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-947.png
354,79,364,94,without_mask,400,208,maksssksksss270.png,maksssksksss270.xml,maksssksksss270-948.png
89,177,212,333,with_mask,301,400,maksssksksss271.png,maksssksksss271.xml,maksssksksss271-949.png
48,107,218,304,mask_weared_incorrect,275,400,maksssksksss272.png,maksssksksss272.xml,maksssksksss272-950.png
81,143,187,277,with_mask,301,400,maksssksksss273.png,maksssksksss273.xml,maksssksksss273-951.png
230,70,306,151,with_mask,400,265,maksssksksss274.png,maksssksksss274.xml,maksssksksss274-952.png
56,241,145,334,with_mask,335,400,maksssksksss275.png,maksssksksss275.xml,maksssksksss275-953.png
122,38,222,160,mask_weared_incorrect,323,400,maksssksksss276.png,maksssksksss276.xml,maksssksksss276-954.png
274,112,310,153,without_mask,323,400,maksssksksss276.png,maksssksksss276.xml,maksssksksss276-955.png
96,39,114,54,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-956.png
59,61,67,70,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-957.png
130,51,141,62,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-958.png
205,49,221,68,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-959.png
394,79,398,84,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-960.png
29,47,50,61,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-961.png
338,47,353,64,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-962.png
232,74,236,79,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-963.png
388,80,394,86,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-964.png
280,50,291,69,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-965.png
163,45,178,63,with_mask,400,225,maksssksksss277.png,maksssksksss277.xml,maksssksksss277-966.png
295,75,334,115,with_mask,400,300,maksssksksss278.png,maksssksksss278.xml,maksssksksss278-967.png
198,91,223,116,with_mask,400,300,maksssksksss278.png,maksssksksss278.xml,maksssksksss278-968.png
225,65,248,90,with_mask,400,300,maksssksksss278.png,maksssksksss278.xml,maksssksksss278-969.png
119,85,149,115,with_mask,400,300,maksssksksss278.png,maksssksksss278.xml,maksssksksss278-970.png
290,80,341,135,with_mask,400,266,maksssksksss279.png,maksssksksss279.xml,maksssksksss279-971.png
117,248,147,266,without_mask,400,266,maksssksksss279.png,maksssksksss279.xml,maksssksksss279-972.png
48,237,79,266,without_mask,400,266,maksssksksss279.png,maksssksksss279.xml,maksssksksss279-973.png
105,23,170,96,with_mask,400,300,maksssksksss28.png,maksssksksss28.xml,maksssksksss28-974.png
201,18,215,32,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-975.png
25,54,43,72,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-976.png
69,25,82,38,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-977.png
376,21,388,33,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-978.png
287,10,295,19,without_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-979.png
94,68,111,84,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-980.png
142,18,155,30,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-981.png
158,31,174,48,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-982.png
197,84,218,107,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-983.png
233,22,242,33,without_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-984.png
305,12,310,21,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-985.png
347,11,359,21,without_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-986.png
294,9,306,22,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-987.png
175,15,190,30,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-988.png
239,62,257,81,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-989.png
274,15,284,27,mask_weared_incorrect,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-990.png
247,2,257,12,without_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-991.png
260,31,273,42,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-992.png
235,7,245,16,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-993.png
236,49,250,63,with_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-994.png
164,17,174,25,without_mask,400,267,maksssksksss280.png,maksssksksss280.xml,maksssksksss280-995.png
98,204,195,329,with_mask,301,400,maksssksksss281.png,maksssksksss281.xml,maksssksksss281-996.png
329,169,350,193,mask_weared_incorrect,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-997.png
127,185,178,235,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-998.png
175,55,215,93,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-999.png
265,185,290,226,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1000.png
325,143,342,155,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1001.png
320,199,366,260,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1002.png
265,159,280,177,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1003.png
8,169,73,251,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1004.png
316,146,325,158,with_mask,400,267,maksssksksss282.png,maksssksksss282.xml,maksssksksss282-1005.png
77,206,170,323,with_mask,301,400,maksssksksss283.png,maksssksksss283.xml,maksssksksss283-1006.png
188,6,202,21,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1007.png
151,1,164,14,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1008.png
131,22,153,46,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1009.png
81,57,100,80,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1010.png
110,2,127,20,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1011.png
313,26,375,96,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1012.png
57,25,76,44,with_mask,400,226,maksssksksss284.png,maksssksksss284.xml,maksssksksss284-1013.png
66,99,209,235,with_mask,400,267,maksssksksss285.png,maksssksksss285.xml,maksssksksss285-1014.png
76,72,113,110,with_mask,400,300,maksssksksss286.png,maksssksksss286.xml,maksssksksss286-1015.png
236,94,274,134,with_mask,400,300,maksssksksss286.png,maksssksksss286.xml,maksssksksss286-1016.png
35,106,162,245,with_mask,400,400,maksssksksss287.png,maksssksksss287.xml,maksssksksss287-1017.png
248,135,361,254,with_mask,400,400,maksssksksss287.png,maksssksksss287.xml,maksssksksss287-1018.png
198,97,229,125,with_mask,400,225,maksssksksss288.png,maksssksksss288.xml,maksssksksss288-1019.png
143,93,175,126,with_mask,400,225,maksssksksss288.png,maksssksksss288.xml,maksssksksss288-1020.png
28,201,52,216,with_mask,400,225,maksssksksss288.png,maksssksksss288.xml,maksssksksss288-1021.png
89,193,149,258,without_mask,267,400,maksssksksss289.png,maksssksksss289.xml,maksssksksss289-1022.png
249,300,267,349,without_mask,267,400,maksssksksss289.png,maksssksksss289.xml,maksssksksss289-1023.png
50,96,120,171,with_mask,400,295,maksssksksss29.png,maksssksksss29.xml,maksssksksss29-1024.png
223,81,285,159,mask_weared_incorrect,400,295,maksssksksss29.png,maksssksksss29.xml,maksssksksss29-1025.png
279,44,340,114,mask_weared_incorrect,400,295,maksssksksss29.png,maksssksksss29.xml,maksssksksss29-1026.png
314,63,338,92,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1027.png
184,42,213,72,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1028.png
275,65,296,91,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1029.png
256,82,277,95,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1030.png
89,87,118,116,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1031.png
133,89,154,113,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1032.png
365,98,370,103,with_mask,400,268,maksssksksss290.png,maksssksksss290.xml,maksssksksss290-1033.png
136,259,200,359,with_mask,301,400,maksssksksss291.png,maksssksksss291.xml,maksssksksss291-1034.png
144,65,178,109,with_mask,400,300,maksssksksss292.png,maksssksksss292.xml,maksssksksss292-1035.png
189,88,220,125,with_mask,400,300,maksssksksss292.png,maksssksksss292.xml,maksssksksss292-1036.png
70,73,125,126,with_mask,400,289,maksssksksss293.png,maksssksksss293.xml,maksssksksss293-1037.png
267,66,318,117,with_mask,400,289,maksssksksss293.png,maksssksksss293.xml,maksssksksss293-1038.png
143,129,199,183,with_mask,400,289,maksssksksss293.png,maksssksksss293.xml,maksssksksss293-1039.png
5,102,51,163,with_mask,400,289,maksssksksss293.png,maksssksksss293.xml,maksssksksss293-1040.png
236,76,243,83,without_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1041.png
236,91,243,99,without_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1042.png
271,73,278,82,without_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1043.png
343,71,354,99,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1044.png
293,72,315,95,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1045.png
202,78,223,100,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1046.png
131,81,151,102,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1047.png
63,59,77,82,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1048.png
264,76,268,82,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1049.png
281,72,286,78,with_mask,400,241,maksssksksss294.png,maksssksksss294.xml,maksssksksss294-1050.png
92,76,168,162,with_mask,267,400,maksssksksss295.png,maksssksksss295.xml,maksssksksss295-1051.png
136,102,162,131,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1052.png
282,26,300,43,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1053.png
321,18,335,36,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1054.png
296,49,314,67,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1055.png
322,106,350,124,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1056.png
341,154,373,182,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1057.png
129,176,168,218,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1058.png
63,138,93,171,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1059.png
42,125,62,158,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1060.png
84,34,105,56,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1061.png
114,51,132,70,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1062.png
101,69,120,87,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1063.png
77,56,97,72,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1064.png
46,59,69,78,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1065.png
42,88,68,112,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1066.png
263,48,279,62,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1067.png
262,18,282,38,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1068.png
229,186,265,223,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1069.png
262,82,282,103,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1070.png
292,107,315,132,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1071.png
170,130,196,153,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1072.png
175,90,197,114,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1073.png
236,35,261,60,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1074.png
221,22,237,40,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1075.png
196,33,213,52,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1076.png
172,46,184,65,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1077.png
177,32,194,54,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1078.png
213,101,238,130,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1079.png
136,69,161,89,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1080.png
185,169,202,193,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1081.png
165,172,182,207,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1082.png
91,162,121,197,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1083.png
244,113,272,141,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1084.png
271,161,292,195,with_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1085.png
140,33,155,48,without_mask,400,226,maksssksksss296.png,maksssksksss296.xml,maksssksksss296-1086.png
334,3,348,16,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1087.png
354,10,367,20,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1088.png
310,5,321,17,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1089.png
216,81,241,108,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1090.png
294,22,306,35,without_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1091.png
250,43,273,67,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1092.png
207,44,228,68,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1093.png
217,13,229,24,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1094.png
180,7,187,17,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1095.png
157,4,165,12,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1096.png
157,57,179,82,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1097.png
123,102,148,130,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1098.png
50,125,82,156,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1099.png
87,26,103,41,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1100.png
102,17,112,31,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1101.png
318,27,332,44,with_mask,400,221,maksssksksss297.png,maksssksksss297.xml,maksssksksss297-1102.png
248,52,324,140,with_mask,400,282,maksssksksss298.png,maksssksksss298.xml,maksssksksss298-1103.png
124,114,209,212,with_mask,400,282,maksssksksss298.png,maksssksksss298.xml,maksssksksss298-1104.png
62,194,160,320,without_mask,301,400,maksssksksss299.png,maksssksksss299.xml,maksssksksss299-1105.png
52,53,73,76,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1106.png
112,51,120,68,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1107.png
155,60,177,83,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1108.png
189,59,210,80,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1109.png
235,57,257,78,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1110.png
289,60,309,83,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1111.png
313,68,333,90,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1112.png
351,35,364,59,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1113.png
72,53,92,75,with_mask,400,271,maksssksksss3.png,maksssksksss3.xml,maksssksksss3-1114.png
56,41,94,81,with_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1115.png
220,31,249,64,with_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1116.png
262,66,290,95,with_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1117.png
292,58,318,86,without_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1118.png
334,131,365,161,with_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1119.png
119,61,146,87,without_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1120.png
166,59,196,83,with_mask,400,242,maksssksksss30.png,maksssksksss30.xml,maksssksksss30-1121.png
82,159,180,272,with_mask,301,400,maksssksksss300.png,maksssksksss300.xml,maksssksksss300-1122.png
77,6,89,20,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1123.png
103,1,115,15,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1124.png
155,11,173,30,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1125.png
207,3,217,20,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1126.png
308,1,324,19,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1127.png
85,19,100,37,without_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1128.png
90,176,143,225,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1129.png
205,77,228,102,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1130.png
146,43,174,72,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1131.png
193,43,219,72,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1132.png
325,34,348,58,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1133.png
279,22,303,51,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1134.png
246,24,272,47,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1135.png
55,12,73,29,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1136.png
11,21,31,36,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1137.png
191,196,240,225,with_mask,400,225,maksssksksss301.png,maksssksksss301.xml,maksssksksss301-1138.png
266,52,278,69,without_mask,400,226,maksssksksss302.png,maksssksksss302.xml,maksssksksss302-1139.png
149,28,190,84,with_mask,400,226,maksssksksss302.png,maksssksksss302.xml,maksssksksss302-1140.png
199,124,242,169,with_mask,400,226,maksssksksss302.png,maksssksksss302.xml,maksssksksss302-1141.png
239,40,256,58,with_mask,400,225,maksssksksss303.png,maksssksksss303.xml,maksssksksss303-1142.png
92,66,110,81,with_mask,400,225,maksssksksss303.png,maksssksksss303.xml,maksssksksss303-1143.png
190,115,224,150,with_mask,400,282,maksssksksss304.png,maksssksksss304.xml,maksssksksss304-1144.png
202,61,246,103,with_mask,400,282,maksssksksss304.png,maksssksksss304.xml,maksssksksss304-1145.png
182,118,195,133,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1146.png
333,134,342,142,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1147.png
25,128,33,137,with_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1148.png
239,122,255,137,mask_weared_incorrect,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1149.png
94,161,107,175,mask_weared_incorrect,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1150.png
107,114,120,129,mask_weared_incorrect,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1151.png
72,114,89,129,mask_weared_incorrect,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1152.png
171,113,184,125,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1153.png
139,116,155,130,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1154.png
256,118,270,130,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1155.png
280,128,295,141,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1156.png
343,141,359,155,without_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1157.png
306,139,321,152,with_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1158.png
207,120,223,135,with_mask,400,300,maksssksksss305.png,maksssksksss305.xml,maksssksksss305-1159.png
143,181,254,321,with_mask,301,400,maksssksksss306.png,maksssksksss306.xml,maksssksksss306-1160.png
287,180,343,225,without_mask,400,226,maksssksksss307.png,maksssksksss307.xml,maksssksksss307-1161.png
3,65,96,163,mask_weared_incorrect,400,226,maksssksksss307.png,maksssksksss307.xml,maksssksksss307-1162.png
146,28,249,140,with_mask,400,226,maksssksksss307.png,maksssksksss307.xml,maksssksksss307-1163.png
270,77,286,96,with_mask,400,200,maksssksksss308.png,maksssksksss308.xml,maksssksksss308-1164.png
238,53,261,77,with_mask,400,200,maksssksksss308.png,maksssksksss308.xml,maksssksksss308-1165.png
209,64,232,84,with_mask,400,200,maksssksksss308.png,maksssksksss308.xml,maksssksksss308-1166.png
109,50,172,114,mask_weared_incorrect,267,400,maksssksksss309.png,maksssksksss309.xml,maksssksksss309-1167.png
209,90,278,165,with_mask,400,267,maksssksksss31.png,maksssksksss31.xml,maksssksksss31-1168.png
144,60,202,135,with_mask,400,267,maksssksksss31.png,maksssksksss31.xml,maksssksksss31-1169.png
388,63,396,72,without_mask,400,267,maksssksksss310.png,maksssksksss310.xml,maksssksksss310-1170.png
333,51,348,70,with_mask,400,267,maksssksksss310.png,maksssksksss310.xml,maksssksksss310-1171.png
248,78,268,100,with_mask,400,267,maksssksksss310.png,maksssksksss310.xml,maksssksksss310-1172.png
63,37,85,60,with_mask,400,267,maksssksksss310.png,maksssksksss310.xml,maksssksksss310-1173.png
